session_id,user_id,duration_min,session_date
49112580-cde7-4417-b519-40e848d96a66,41,59.13,2024-04-11
f9641c9f-a0b0-4f8f-8561-ac3dbca2e84e,708,48.82,2024-08-03
dd0a4c44-76e2-47ab-8973-2342b4bbbba4,68,19.29,2024-07-06
4c04327f-6d98-4e62-a41d-f732c3624994,988,69.14,2024-02-26
0c64d9ba-8a7b-4d65-ab60-278ecefcc72e,776,33.96,2024-02-16
e9758e0e-9aed-4788-820b-49ad55605fa9,514,110.64,2024-06-07
02899c4e-86c4-4b1c-9eee-3ff538c5f4e0,873,70.4,2024-06-22
d1b7ae9b-716a-4da8-9679-9a5aff840a07,637,71.55,2024-08-29
b6bd3e15-4914-41d7-8cc6-60522da33d25,622,43.24,2024-10-08
45229594-41b6-4fae-8b64-6757a065191b,598,7.19,2024-08-28
11a02e51-3f62-498f-9b58-c3df27df29d3,937,4.78,2024-01-05
d346f2e3-9157-4bd5-9d7e-3f06bcb3c9ea,632,51.38,2024-03-24
60097890-549f-4f9c-bf1e-a03c7b127d62,127,11.06,2024-11-03
ec6470ad-e93f-4d0f-8555-e17f3975eb25,255,73.21,2024-12-26
1a784a28-1ce0-4161-97f6-0fa906c2dd35,695,105.84,2024-09-04
fc85533a-7480-40e0-a01b-b5c767e54fd5,16,106.07,2024-02-23
fce5c02b-f293-4740-8474-8f2868988a1c,477,79.43,2024-06-09
e622c7c0-0285-4732-bf40-70cc24b125a6,62,26.14,2024-08-13
3eafb95e-3aa0-4b32-ac91-af9363ac5eb0,881,103.7,2024-01-15
68ec250c-ce8e-4c69-b086-50a3200f663b,432,106.45,2024-08-11
38c2351a-7c10-48ce-b316-d8bf2181cf9f,670,24.4,2024-03-01
305a3bfb-7d3f-48d1-b6b2-aea0d9f3c857,268,88.75,2024-05-01
00842b8c-7538-4aee-bb1c-7e63f41383d6,35,35.1,2024-10-03
ab142fc5-bc9e-4e97-a9c3-f6a3f64932b9,779,96.51,2024-02-15
64e727bc-1fcc-4c44-a14b-fb933ea67aee,576,119.67,2024-10-20
e20921ac-a008-48cd-ae62-0e08f0cb2a60,494,4.57,2024-03-02
1b4bcd12-067e-42c7-bd0d-85509abdd262,562,107.79,2024-03-26
1b8351c0-1937-4d0a-a781-3e91798d91ce,469,75.09,2024-07-28
d9f5581c-038a-4c61-9d77-7cba14ce2127,767,116.83,2024-03-18
8fb6c7a5-2513-49dc-b41f-59b2edaae4c2,661,56.34,2024-07-20
d066c170-5264-4fb0-9fa6-8a4ec593745b,325,101.84,2024-10-28
f49064e9-326c-488d-a3af-4d0a914ea94d,304,8.42,2024-08-10
bd8bae83-d6df-4bf3-98e4-9005a379d7b1,276,40.9,2024-08-09
dbf3a296-7b50-4cb4-9237-7ad665158bfd,869,8.97,2024-01-03
4534670d-2b9a-46ff-8c24-5495fff78091,963,117.07,2024-01-06
4f40af8a-d55e-4b91-8c6b-e969c1ab003c,684,98.22,2024-04-02
a88ecaa4-4428-4ea0-99d8-18582ea4b4ee,929,102.45,2024-01-08
bc344620-50fe-42da-8476-bdf590279d55,201,112.62,2024-08-22
cb3e747d-fcbb-4625-ba87-2beb7e1979c4,445,11.13,2024-04-17
c8de788b-d383-4886-b9d0-b99ed5c5dfbf,905,46.89,2024-06-09
59621560-b3fd-4d81-acfa-effee8fd26e7,324,9.45,2024-07-27
2b0bd5bf-f477-41e9-8a6d-1da759c15b78,35,26.08,2024-08-27
266ff4ac-9467-4a5d-b1e1-230c42e82ba5,977,28.29,2024-11-26
c05b9df0-32b5-4d86-a36f-ce4e5a2edb64,482,56.82,2024-11-28
8acbcc55-f45e-4129-93ab-6caa5b82fe48,728,32.96,2024-02-19
cb217791-0e6a-49b0-986c-402a26db575b,480,13.02,2024-01-11
4dd2b387-a5b7-40ae-8aca-6e7edaaef752,65,20.93,2024-12-16
481acfbd-aead-4bac-a7fa-353500e74532,8,18.53,2024-06-04
bdfc0db3-ccee-4603-bb13-616134e6b862,301,116.8,2024-03-10
b580de8b-fc65-443f-bdf8-372a50ea8aaf,343,91.36,2024-06-17
377f9a7c-280a-4de3-baaf-4e33b6e4cfdd,431,116.16,2024-09-28
0996f6e7-b710-4e8c-a885-47c51c5a126a,424,53.33,2024-03-08
c9449442-3fa4-4f74-bf5f-80924c55714f,332,34.13,2024-12-20
2fe5e977-4392-4664-913b-4a4e294717a8,438,96.0,2024-09-08
e0d966b9-74c9-47fb-93e5-412372cbf1f4,588,39.82,2024-02-17
a395976c-2e2d-492e-834f-f06da86d389a,174,36.63,2024-07-02
5c4b3d05-3bcd-4117-87be-5b6700fb112f,559,28.67,2024-11-15
71d6b846-48d8-4822-a92c-b9447b296c17,527,16.43,2024-07-05
e728ae81-5053-4549-bc2b-f4bae2bad7ce,873,31.52,2024-03-30
abc6fc2a-8c7f-4dd6-8d1f-ed42e75c484e,659,43.28,2024-11-27
7433ecd4-f324-4526-9873-75930efd0dcc,26,81.21,2024-05-18
26c95dd2-afb8-4030-83e1-2baa90225704,820,8.45,2024-12-22
f88a4a2d-b255-48a0-89ca-0b4b5b936380,605,26.05,2024-03-29
feca3d7f-9ce6-4d60-9972-ee0fd6ccd49c,406,97.27,2024-09-30
4c4c307c-bb44-49d9-8b25-ba0dc8663c0b,232,18.48,2024-01-19
c4046db1-aa77-424d-a168-6f557744d2f9,533,41.77,2024-11-06
b3b7000c-cf7d-432c-b5ce-3a8e4eb6f649,819,103.89,2024-12-23
c67d62c2-71f9-471f-9927-8e718ba7fa41,550,19.44,2024-06-02
a03c1c87-0c65-4e54-b28c-03efd47d7096,788,10.85,2024-09-16
b05310bd-cd5b-455e-9b9d-46c13666ef78,505,58.66,2024-04-17
ee020191-a6f7-4f6e-a144-9f6899db72a5,669,36.99,2024-10-11
27375166-5b92-4e06-afb7-10e5c93f987b,179,68.05,2024-02-28
0cf3f21e-4a63-4152-8d5a-a68f2acd3e60,132,96.65,2024-05-04
c6401e40-e14d-4bfc-be6f-a3cdb42d57d2,823,17.32,2024-12-19
c4ada098-6e1d-46f1-a111-de457a290b1b,455,70.1,2024-09-29
6b9d0320-4259-47f6-b88c-b7b0b10233b2,348,61.16,2024-04-16
53231faa-1379-428e-a3e3-86a1f5fcf832,540,18.15,2024-10-25
be6c6f1e-67b3-4f1b-86b8-89f962d0a064,772,75.26,2024-09-01
d3d03033-40b5-4c9e-a9bb-e9eb5a1482fe,406,33.56,2024-12-01
4e391bd9-e040-441c-a957-79823ca34034,76,59.05,2024-09-03
c7ecac8b-9471-45cb-aafd-eb9a7fe01f4f,941,10.79,2024-01-08
cd4dc19c-03e4-40ae-b73d-52da25f22e2d,579,55.69,2024-05-20
e8b7120a-bbc6-48dd-b223-ea398481accb,854,37.47,2024-12-27
5f74e9ae-d9a5-4c19-8ce7-eee76872cab0,492,98.86,2024-01-08
35aa8d08-6227-497a-969d-a53cc49df5f0,194,7.78,2024-12-17
7f06d5b9-8930-4da4-ba3d-0dc9e8eea0a6,984,50.81,2024-04-03
f3bf3d72-cd70-4cdf-b299-06a8f44494ed,162,55.55,2024-11-16
2510bae2-7937-48c4-933b-0fcaf1353bfd,347,87.28,2024-02-08
ad0d9d32-55e0-4950-b301-99707a671234,951,69.34,2024-03-21
07f5c186-9f6f-4d1b-941f-9c01b24cf033,361,80.4,2024-07-05
04b84465-3f9a-4753-9b5b-7e2105f1386c,769,93.47,2024-03-24
d135b2f0-d22c-4ad9-8068-9c14542f9190,584,103.6,2024-03-28
183085d1-27e9-4d5d-8995-54f72d811f86,87,38.35,2024-08-29
53701c68-78af-45ed-abf4-16b2df4c8e82,934,65.02,2024-12-07
0d056a4a-3b5b-4e1e-8292-1b6f547562bb,262,100.97,2024-04-02
8cc7b48f-d78b-48e9-acb3-081c976ffc4e,214,118.74,2024-03-26
5161b2f1-0c28-4f9b-9bd2-a2fea8a8a8c4,665,106.85,2024-02-13
cc419dec-df32-495d-9d5b-715fbca2db11,722,45.2,2024-05-16
21a630dd-2314-4817-9392-691fca98f112,913,24.22,2024-03-14
90e96357-be7c-461e-a437-726476f92576,573,59.24,2024-02-05
f1d1a557-eaac-4046-b0e4-1878eebe1550,780,89.26,2024-04-10
80a7b53b-8f20-4035-9eef-11863bde1e54,262,59.62,2024-06-04
6f3fba5c-c675-4926-b814-5a982fadf382,730,58.5,2024-09-11
ee51541a-22a9-499f-a22f-d06a24586f2c,283,100.75,2024-06-19
d2e45a51-080e-4b82-bed8-d74be3a54045,648,44.01,2024-08-03
a720ed49-457b-43e6-9e87-fa986381a6ee,467,103.32,2024-06-18
f1fc4e47-89ff-46eb-b9cb-b49ee336c567,380,49.41,2024-09-08
cb6b99c2-0c2a-4eed-8144-971d8d3a902c,362,40.06,2024-12-25
4f55b7fe-a7f4-441e-9ec7-1978a0962e26,449,55.02,2024-11-17
c9cdfd04-090f-49a1-9124-ba4651813de3,441,91.73,2024-02-24
fa41728b-c726-4c1d-b262-29a5b5498e6b,93,15.99,2024-03-31
835ef843-aaa1-40b5-a229-f9fed14f597a,621,24.37,2024-10-04
b59e174b-31ba-4353-bf64-9a11db34c664,753,114.22,2024-04-10
ac956b8c-4b1a-43dd-83f2-51050c1e954f,867,21.88,2024-06-03
07e1bead-b54f-4ca1-b04b-ac5fd4123ed1,424,68.56,2024-12-14
afe6b7eb-99fe-4816-b484-e3920ac7c291,142,69.94,2024-12-29
59bb4bb2-18c9-4c9e-8809-2c57ab13f260,291,59.27,2024-05-20
402d26b2-fef7-4cf3-9431-658a03833086,432,77.72,2024-06-21
260501cb-7037-461d-a91e-d2ee5c38b7d0,749,28.35,2024-01-10
a44f6a64-e6f9-4160-8797-f387dc0effce,852,66.77,2024-08-15
21f79fe0-3cbc-436a-8209-05aba4cf6020,824,45.29,2024-09-21
cafd686b-5378-4a17-864a-f9a49e3b135b,689,79.74,2024-09-04
076a5e7f-a21c-49c1-b167-da59b5727a0d,653,17.81,2024-09-03
5efdc412-3abb-4f26-aa31-413484932e88,701,68.93,2024-06-03
881d0d1d-5d13-4296-a44f-45f3d5107ba6,998,23.05,2024-02-03
efca8258-070d-4b7f-a018-f1bcbb3ba363,49,34.16,2024-05-08
41ee65b8-8c3c-4963-8e64-ea8ffea27c47,302,27.03,2024-06-08
c9184f1f-ea87-4849-9d52-261b96058c49,881,22.76,2024-03-29
71d353fe-618c-4fb8-9044-e6c776f0971b,190,99.26,2024-04-02
436eeabd-094e-41af-829b-0e649289e584,136,35.0,2024-11-22
57cf175c-0012-4b00-a8a0-57157bfff86c,555,111.33,2024-08-28
42f14d5f-d728-4b5c-953f-d8cf1d55039e,404,116.42,2024-11-18
fb9ed104-92f8-4fdd-8f3e-cb5b5ea2fe37,892,68.98,2024-04-26
1ea4c4e0-f708-46ec-8135-2dc90a211051,865,18.02,2024-04-03
9005fb06-62e1-40e0-9d2e-774d27762dcb,602,45.57,2024-06-11
0ef0e61b-e3be-4b8b-8c4c-3e5ba6aedbf8,807,95.93,2024-04-08
234b7006-7224-4f18-9103-7204d152be1c,341,44.72,2024-04-22
01ed60ae-c2be-41b7-832b-ccc89bb93ff0,757,11.36,2024-12-24
27a4fc3b-6f79-4f32-9045-7bc771b6633a,945,67.26,2024-03-31
4add004b-51d4-4a6e-b6b6-4aedf52b4265,704,101.57,2024-12-11
3cb15214-77f2-4187-b0bb-26382d8fecd8,318,95.72,2024-07-24
f00d6c9c-4b39-4454-a19b-bfa6cebd8c53,618,21.84,2024-01-17
9c9070af-fd80-4b11-9770-3009efa20e28,363,81.06,2024-09-30
74a04838-239b-411a-99b7-71bb9625e7d9,822,27.24,2024-06-21
a430ad56-e9e8-4605-bc5f-a25fc849f6d0,382,26.97,2024-04-25
9d9c3e7f-7ea9-43a4-9353-91e4397ad485,233,105.01,2024-12-14
cc9de4aa-75e4-4e02-b455-21b5298577d7,777,30.71,2024-06-29
fdfdefb0-44f6-4d22-906c-a3fc18c11a10,344,32.33,2024-03-31
23b2d289-f290-4c5c-a8eb-4ebdd5196b2d,549,1.08,2024-03-22
81236b9b-dbdb-4e3b-8049-1e6858a904ea,817,104.61,2024-11-19
ba43012b-ae24-4ec4-a700-bff5bdc46a22,553,95.32,2024-04-23
ad010275-ebfb-4fcc-8e69-d8c888c345d4,529,75.65,2024-09-13
a3f2c826-5e3f-4bc7-9928-c779bcb77133,856,90.28,2024-02-27
e02be868-3aa2-4973-98eb-f3a992005b68,789,19.09,2024-06-02
b280ba6a-7546-4963-9423-77a159060d5e,819,55.54,2024-12-30
920f1abb-5495-4aa3-88d6-e1678bc0adab,571,42.8,2024-04-25
96909f87-4bb2-4029-8590-3b829283d2fa,935,12.16,2024-12-08
11bf6f5e-405a-410d-832e-b2c5ca868105,183,58.85,2024-09-22
a85eeb43-17eb-4cc3-964c-a3ff3f596a5a,41,110.57,2024-11-10
57bf6113-03a4-4c2f-9453-871a836ea405,551,5.77,2024-07-21
cd785407-c415-4e6d-bf68-b1c10bcb4be9,397,35.68,2024-02-10
6fea15fc-9617-453d-9ec2-95d838ceb635,704,25.7,2024-04-14
731f9109-6e8e-47b6-9151-c5137d72d208,779,29.34,2024-07-11
a10865e5-d56b-4e83-b475-9d34f11279fb,494,109.1,2024-10-04
d0e31341-d438-4377-a1a5-780b939664fa,659,56.7,2024-12-19
315d00a3-b843-40fc-aa40-0e93dad70319,907,56.49,2024-08-24
e48be880-5242-4d03-b6df-328d73806dda,333,91.51,2024-08-08
1349062a-1931-49e4-984f-2505de46ee8f,127,19.38,2024-03-08
f97e78d5-2235-46d2-9d9a-6b04ccae323e,558,58.98,2024-07-15
9402da3a-9dca-41ab-8974-f0dc549aa068,557,52.17,2024-09-12
d3306041-cdb8-42b2-97dc-20229a107d8f,1,72.03,2024-05-18
a42a80ce-0e43-46ab-9fad-b0762df0b477,168,119.95,2024-11-07
5f5e0f1f-b271-4cba-8053-6dfed270f92d,620,92.56,2024-05-28
8249752a-7912-477f-9069-ee5c696a70af,19,48.35,2024-04-08
39dd658e-d761-4d17-ade7-d389bd03e112,332,99.48,2024-03-16
34fa8a34-fba4-467a-9719-68c7edf0a08e,584,21.31,2024-10-08
11258db1-3b1f-4cf3-807a-b2cbccda3369,456,4.63,2024-04-18
d139a5a1-f33c-4347-ad65-701a8a2e213a,957,25.33,2024-07-06
1a5ba8f0-df09-4680-9864-5ca761b83ec2,109,41.51,2024-07-17
4c623d9f-4d4d-4b30-8a90-a327b60a4d02,268,61.76,2024-10-29
ef359300-3fbf-4e52-93c4-4481a52d8e3b,445,74.2,2024-11-22
791de89f-49f7-4d78-ab59-f178a73abc13,240,109.36,2024-06-02
fc918e96-57ad-489e-bdca-901d884468f0,929,61.67,2024-02-09
a3984f61-bf42-4ae9-a563-8fc240a71f34,301,60.65,2024-05-12
0fc07b46-d895-4196-bf3c-93a088ea1ec7,602,6.98,2024-05-11
29c63a2e-12e6-4f25-be73-f0d17fa0706f,103,5.15,2024-10-05
3b175738-3038-4fde-b5e5-f539a3d06831,988,66.59,2024-12-27
ca3df83c-518b-4a6a-bdf4-cc1688c6e0b2,250,53.14,2024-03-24
79047b14-8261-4f1b-b858-8ec656e4234c,453,100.86,2024-08-29
833c8d10-587d-4347-8bb9-652b4609a799,520,20.12,2024-04-25
d1cb7de5-de95-4ae1-b5a1-ad21ee552c49,153,3.97,2024-04-18
0e1f4935-ec14-4ceb-a06d-9b9a9ca36778,859,54.44,2024-08-08
e508819c-6f9f-44cf-9836-f0b0237564ba,174,29.26,2024-02-10
311c1a5b-80dc-4021-a56c-c6a948a36016,343,6.9,2024-05-26
0deaa620-84b5-49eb-8870-1e7f56949434,670,87.23,2024-04-21
a4826e48-1693-4ddf-b92d-a249cc2f1447,431,14.28,2024-04-12
8cbce530-f365-4f70-abeb-728111039bd6,727,73.39,2024-02-15
80a096b1-9489-4289-982f-1e92aaa799ee,689,34.44,2024-11-19
46f77b7f-f8b7-4336-85dd-4971f7963a8b,687,21.65,2024-09-27
646c7a7a-d137-43c0-8751-047b25c68c9c,852,46.19,2024-07-13
ce3cb2ab-5b5f-411d-9635-41a0697883a7,850,96.37,2024-10-06
6ae31b9a-c98c-4756-951d-ad90c1e40c1c,658,47.66,2024-10-09
7231ce77-3666-444b-a882-19827c8224d4,962,90.34,2024-02-09
5549680d-071c-46a7-b915-3e66ea476277,324,15.93,2024-07-07
ab3edf25-306f-427d-bbd6-3f58de7e20ed,990,92.96,2024-06-12
34ed64ff-e74c-41de-bd4a-407873d76ad6,673,29.2,2024-01-24
ffb876d7-9662-4505-aaf2-dbc5bb10641b,639,81.61,2024-01-24
46ba08fb-4c5d-4ef2-a442-811876fb2c58,420,68.33,2024-01-04
cbedb251-11c9-4ff7-a38b-a94c646a2036,594,111.57,2024-11-18
76914d00-41fe-490b-9ec0-a9addfb30a14,485,47.09,2024-10-16
5545423b-6a3a-4348-aea8-8e714d544552,659,8.87,2024-06-29
88ba2c43-80bf-4623-a1d7-84ef79e8e185,751,3.28,2024-09-04
4c714a32-eb1e-40fe-95d9-42b86a443c78,412,99.4,2024-04-25
38d78cce-8dff-4d07-ac5a-3ba8d3d0f8bb,936,63.44,2024-10-05
44ba6534-9bf7-48cd-bd6c-5a0054501ba2,84,93.25,2024-12-30
2635e736-0e64-418b-8ff0-a2206cd38300,113,28.9,2024-03-09
c02551f9-dee9-4e02-a29f-1da272c0b75a,737,42.06,2024-12-16
a1677ebb-383c-4d63-9778-21fd68abfcb4,332,4.58,2024-09-10
daf7580f-75e7-4cb4-9b20-cb1674ee8adb,378,115.42,2024-06-29
f74b061d-f982-489e-a382-5148adbcb825,755,80.48,2024-11-13
77d0ae2f-d305-4274-bc72-f44ad2a86ba1,655,112.05,2024-06-17
6232c512-8fb4-41a6-826e-bf038105fc00,41,32.59,2024-11-08
b6531773-d3ea-4d4f-8082-15606751b889,935,73.76,2024-09-05
09c9e9aa-b9d5-43c0-a2af-abfd04daa0f5,770,81.74,2024-07-06
77250139-9e73-4553-a409-3f53adb913ac,959,38.79,2024-02-23
c544a247-2d6f-4d68-81c8-3c2d249bc2b4,797,101.92,2024-11-21
fbfb9dd7-4954-489f-b8d6-e20e80dd6ab8,105,113.71,2024-12-22
369b9827-77e3-493c-9061-7e2abd355d3c,202,106.3,2024-11-08
9928b8b7-0d52-44e5-a67c-65aa2d2856f8,450,88.95,2024-05-17
61a0ee8e-def1-42d2-986d-516876f5cfbd,819,34.02,2024-06-16
ba4a4850-7035-4fbd-8187-b6c5a0632879,843,34.51,2024-04-12
24542f92-2ab5-4991-a811-c734ea78e96a,973,115.64,2024-03-25
fba4f752-0d18-45ce-9c15-f4009191ec27,266,2.22,2024-11-12
2064def2-76cb-4cb8-8b9a-45474862885c,910,86.21,2024-07-30
095182b4-4b30-44c3-9d2d-5dcb7a8450ab,210,85.04,2024-01-03
dbc9a0db-b4a7-4c63-b719-19bab31e8768,563,75.1,2024-06-27
b37b8ef6-2575-448a-bead-e815dcfd70f9,118,118.82,2024-12-07
9d4a5594-c8ca-4ddb-abd1-879d5d16302d,713,38.11,2024-10-29
3876b745-aba8-4542-98e1-c77cc6896fde,377,41.46,2024-11-27
93e18584-121d-488d-815a-f80fc33bbe66,551,10.39,2024-02-07
159e4cde-b8c4-46b2-aa9d-bdef75b396e7,540,53.69,2024-08-26
a3259952-18fd-4bca-9b4d-a506398e5dc1,771,32.06,2024-06-17
e68501c4-0e39-4a7d-98b3-8476ab16d0fe,84,41.86,2024-12-08
e0a926b3-5600-4b4b-8de2-45b4f19d921c,454,100.31,2024-11-09
c8d9adde-2e3f-42d3-a59e-8a14a03f520c,667,112.32,2024-11-01
9e4b342f-a047-42be-83aa-77ff84dfee74,629,23.1,2024-01-30
d518f053-2b7f-4626-9673-66cf24af645b,514,45.33,2024-07-08
bd764586-591d-4ea5-bd85-5f79c738cfe3,605,111.51,2024-12-22
1841e935-0261-48e4-ab84-1af5fc7f1697,678,8.36,2024-01-25
711e5dce-130f-4f0a-9420-27e6a709b027,387,11.99,2024-04-21
49719c6d-6626-4db6-bbbd-d68f6ac89371,912,20.37,2024-07-24
e9d7ba2b-7e1c-47ae-94dd-ed068632b61e,350,71.83,2024-07-03
5d5d662d-d13d-48a4-877f-30851c783b31,296,18.91,2024-02-16
388b29de-64cb-4db4-976f-d121a5ceb47b,258,116.2,2024-08-15
c65145a7-bedd-4a62-8baa-c50d0fc09246,81,54.16,2024-02-08
4ebc797d-c950-4a97-ac11-7c4a2f7e2dae,937,60.68,2024-01-16
90b24630-b750-4ec6-9af1-eedcfd6d4c8d,268,30.35,2024-01-22
0158d931-dcb0-42d1-a822-c6e2f8ca8de2,419,57.04,2024-07-31
5f590e41-3ec6-4e7b-a9b3-4bf6c85e87b4,235,79.77,2024-11-05
efc6af1a-a213-4a9e-9e86-784dbe6c8d33,833,90.39,2024-05-28
d43bbaf1-5276-4a45-9739-3bd0ab144372,311,90.71,2024-08-28
e092262a-6e84-4cf2-add0-4c34e536bf32,813,69.77,2024-09-28
f333c31f-ee59-459f-9f4a-fb5457da0af9,975,108.62,2024-02-28
ad621f8e-40c5-44e7-9d4f-5c15d689a9f8,986,98.27,2024-10-13
c9a92a64-fc9d-451e-9c81-5daabae54b85,357,91.09,2024-07-20
73aebe94-c68d-40e1-a19f-40b1b042886c,213,7.62,2024-02-01
f1b6fbf6-9a1d-449c-b16c-9667dd9ddcec,574,1.82,2024-06-10
6bd0af02-4954-4168-a2bd-651081e43d14,49,26.28,2024-09-11
ad8fd039-fac2-4736-b668-5b1cb04ff92e,127,79.96,2024-09-10
8615ba22-00d2-4a07-bafa-5302beb22236,223,49.93,2024-01-09
4d5b09ec-b856-42c3-b347-e15dc5bd6e74,921,48.89,2024-05-18
7e040218-b00f-45ec-a554-773a9f286f5c,279,106.27,2024-01-10
df378cb7-179d-4880-8c1b-f230205ebe39,408,107.57,2024-08-01
a762ae52-8e5f-4133-b3bd-6dd0c2624873,505,109.19,2024-09-29
b1b7e0f2-d172-40f3-83e7-c29e61fe4154,294,38.35,2024-11-19
92e78ffc-6b16-4e49-a492-5c05c430ca42,796,83.24,2024-02-17
2c19cd5f-6e7c-4d2a-b2eb-48a64f47621c,277,33.32,2024-04-20
c75679af-fdb8-4a25-9e67-c8b6b063eff0,438,23.68,2024-06-01
a62f8306-6bcd-47c4-aa02-22cad4c030de,107,22.97,2024-05-02
b4092e77-8161-4f72-b4b1-302c6f497a5b,658,41.71,2024-12-22
3b22c29a-20c9-4a41-8540-3cc873828ce3,420,52.16,2024-04-11
e14189f7-aa45-439f-9fd9-9ecb6c705140,611,99.88,2024-08-28
51893f4d-4d14-4366-9e51-39a2704e6adf,429,15.27,2024-11-16
bc5aaa06-46e1-4a23-98c8-348f4213fef3,375,88.46,2024-07-09
1472fc4e-1509-4779-b552-8fb765ddef22,73,64.24,2024-08-04
06565ec6-07db-4e38-8b74-2a9683985b28,949,35.27,2024-02-20
9f697086-b519-4775-a865-eece95c0d937,998,59.65,2024-10-18
e2f04150-6e84-469d-954b-5df3f8ee4a39,634,36.69,2024-03-21
a3a6f506-5b03-4246-b7c3-6db9c1bf4b58,30,71.93,2024-03-28
e9073488-53ba-424b-9c3f-a3b75e526e91,188,52.63,2024-07-12
c349c783-f94c-4267-a4a8-5404d111c3a6,364,20.56,2024-04-13
e4f69d2b-5e67-437a-8e13-ead6e8db5760,866,14.87,2024-09-27
cff60114-1d6a-40b4-b4fe-1ed210ae5116,800,66.06,2024-04-05
622f89ea-3dae-48c9-b2fa-d7c6078a9fab,451,108.39,2024-07-16
